Video,x0,y0,score0,x1,y1,score1,x2,y2,score2,x3,y3,score3,x4,y4,score4,x5,y5,score5,x6,y6,score6,x7,y7,score7,x8,y8,score8,x9,y9,score9,x10,y10,score10,x11,y11,score11,x12,y12,score12,x13,y13,score13,x14,y14,score14,x15,y15,score15,x16,y16,score16
data\videos\no_fall\37.mp4,0.5677576,0.67130363,0.35211444,0.5752296,0.68272215,0.3485145,0.5771677,0.6684791,0.39434135,0.5428042,0.6810513,0.35655484,0.54578084,0.64485544,0.38975522,0.5013755,0.68978447,0.4687204,0.5171503,0.60314727,0.29075757,0.5578683,0.7085027,0.37102816,0.5531772,0.6294004,0.09380635,0.5725362,0.6949221,0.15692432,0.5482814,0.6475719,0.08818221,0.47981936,0.57716924,0.12140454,0.48583972,0.4823688,0.20108488,0.54684275,0.6865327,0.13013515,0.5917783,0.48903775,0.08107122,0.63784426,0.6272555,0.027669365,0.6331304,0.48028448,0.013432039
data\videos\no_fall\37.mp4,0.5789554,0.66368145,0.39986408,0.58190006,0.66821176,0.4345527,0.5813817,0.6641258,0.42698202,0.55086946,0.6701256,0.5111858,0.55035216,0.6469618,0.5404561,0.51765424,0.66550064,0.5344145,0.53031045,0.6047921,0.5020323,0.57649934,0.6715195,0.3755144,0.5812783,0.6131433,0.11545983,0.6278308,0.6593349,0.14956337,0.6250397,0.6487133,0.10216284,0.50444615,0.44968045,0.6018114,0.49905595,0.44389802,0.5907464,0.59738153,0.5014463,0.19591798,0.598753,0.4876343,0.15173805,0.63711417,0.57908183,0.05122055,0.58692247,0.41303593,0.062483884
data\videos\no_fall\37.mp4,0.5906128,0.65500474,0.30918676,0.5931153,0.66166,0.37354767,0.5921311,0.6535407,0.3137463,0.5568143,0.66242135,0.5385449,0.55355656,0.6406501,0.4120535,0.52858144,0.65956587,0.4343964,0.53130436,0.6167745,0.40083575,0.5838901,0.6580765,0.22256374,0.5601395,0.5735982,0.08194491,0.5947972,0.60878235,0.0806458,0.5858749,0.5892109,0.10735501,0.50781745,0.46228144,0.33281592,0.50573015,0.4693645,0.2589992,0.60667336,0.50383884,0.067215204,0.60316545,0.4994337,0.07052158,0.56677175,0.27982113,0.11317025,0.56257266,0.28155828,0.15244895
data\videos\no_fall\37.mp4,0.6035842,0.667916,0.36404037,0.60994196,0.6746617,0.35769558,0.60903865,0.6634841,0.41772276,0.5825711,0.67299825,0.39088064,0.5720084,0.6455866,0.38067445,0.5604778,0.6767131,0.37242973,0.5471848,0.60804003,0.25098768,0.616255,0.6952187,0.32209393,0.61797184,0.60467774,0.11077326,0.6820624,0.67268395,0.1595243,0.69680303,0.6540436,0.28796265,0.5246615,0.4946214,0.3098891,0.5092321,0.48348325,0.3748094,0.5883458,0.65832955,0.10797575,0.61354816,0.5345913,0.065871805,0.7049928,0.66478467,0.113366365,0.70295745,0.6551898,0.20023222
data\videos\no_fall\37.mp4,0.61156833,0.66476494,0.44846323,0.6122965,0.6726173,0.44344515,0.61370856,0.66263634,0.4697271,0.57611936,0.6723671,0.6012707,0.5802546,0.638208,0.5130037,0.5557804,0.6667986,0.47705013,0.5645342,0.59123504,0.50110936,0.62439996,0.6722431,0.3501677,0.64561486,0.57236624,0.29933158,0.69376475,0.6655629,0.47540876,0.70240676,0.6402858,0.5958582,0.5266944,0.48666567,0.6992791,0.5238135,0.45988148,0.81136703,0.59973973,0.6486517,0.16826797,0.63010067,0.51693,0.48329177,0.6976886,0.66001123,0.18385123,0.7257334,0.46425462,0.30752397
data\videos\no_fall\37.mp4,0.6170707,0.6667554,0.5800828,0.6124799,0.6752176,0.65812993,0.61440223,0.66740966,0.6552501,0.5886512,0.6734173,0.66291857,0.5884864,0.6448762,0.6483424,0.5700164,0.65039897,0.46857053,0.57997924,0.58078533,0.43238798,0.6601294,0.6441876,0.524037,0.6595131,0.57863885,0.4417266,0.7115017,0.66328824,0.6507836,0.7503622,0.59486526,0.7267099,0.5349604,0.48801497,0.755996,0.5314688,0.45076716,0.71017903,0.58977425,0.62762386,0.08964177,0.635252,0.51345176,0.51548994,0.7151232,0.66158956,0.10758573,0.7127233,0.45738462,0.4781446
data\videos\no_fall\37.mp4,0.61276436,0.6706097,0.47029614,0.6108133,0.67997944,0.54021466,0.61177796,0.6712587,0.4762972,0.5830078,0.673355,0.54571664,0.58255404,0.64862776,0.5975008,0.5661937,0.6631017,0.56883883,0.57551557,0.5930995,0.3430487,0.6625029,0.64669174,0.45821825,0.6636574,0.5822919,0.5151026,0.7045025,0.665568,0.49882257,0.74519736,0.596917,0.54935455,0.5355474,0.47988793,0.74633026,0.5309725,0.45349362,0.7115638,0.6042632,0.6342925,0.09852819,0.6353173,0.51713705,0.32737085,0.71512926,0.6595166,0.17866378,0.71420866,0.46120337,0.46980911
data\videos\no_fall\37.mp4,0.6204151,0.67074764,0.5406722,0.6172182,0.68139374,0.5711827,0.6179565,0.6720901,0.63360196,0.5903025,0.6729292,0.45371935,0.59147304,0.6477498,0.4866318,0.5637924,0.6608043,0.63596046,0.57980555,0.595193,0.43874013,0.66873246,0.63831145,0.42579165,0.66515654,0.5832746,0.53632736,0.7067742,0.66485924,0.53982353,0.7465847,0.6001868,0.58981407,0.5391663,0.47691587,0.81628335,0.53951585,0.45312214,0.63343966,0.586462,0.6520534,0.10475845,0.63430446,0.53412277,0.29824227,0.71246266,0.66269577,0.17037824,0.7164138,0.45732573,0.5236407
data\videos\no_fall\37.mp4,0.6064354,0.67642254,0.47805777,0.6070294,0.68367153,0.558052,0.60713416,0.6758569,0.46863854,0.5833401,0.6748385,0.56464094,0.58503747,0.6511761,0.6541685,0.5669734,0.65277094,0.4006373,0.57999957,0.5935315,0.5539651,0.662855,0.6406037,0.455722,0.66085005,0.5874685,0.42186975,0.70849717,0.66234875,0.3772195,0.7241001,0.635738,0.31942043,0.5402445,0.47875148,0.79659176,0.5400067,0.45568675,0.66176325,0.6031723,0.6301189,0.10198645,0.6373799,0.5332219,0.27922362,0.7165248,0.6584191,0.15731652,0.7099826,0.45720953,0.37073156
data\videos\no_fall\37.mp4,0.60665065,0.67877054,0.48788312,0.6046066,0.68629795,0.52724063,0.6054579,0.6794374,0.47444618,0.5791937,0.684224,0.485448,0.5819356,0.6594564,0.591635,0.5675055,0.6562828,0.46590403,0.5778481,0.59534913,0.51586354,0.65693027,0.6425119,0.5023314,0.66108173,0.58756083,0.5035407,0.70016855,0.6608692,0.52655077,0.71177876,0.63670444,0.4808388,0.53730947,0.4845713,0.7140266,0.53933936,0.46007526,0.5576186,0.5929538,0.64013344,0.07217329,0.63552505,0.5357351,0.36529243,0.700707,0.6583084,0.1542492,0.7078267,0.45110956,0.51536196
data\videos\no_fall\37.mp4,0.62373745,0.67421347,0.3999696,0.6199904,0.6855729,0.45228967,0.62274176,0.6743789,0.43849295,0.5895082,0.6768604,0.3981224,0.59217924,0.6490089,0.5413679,0.5637534,0.6598918,0.5941576,0.5792114,0.6078317,0.6218134,0.65823007,0.64379275,0.3741822,0.6619235,0.5816771,0.47662532,0.6954971,0.65727973,0.51116,0.7063051,0.63874376,0.44720572,0.5410255,0.48692197,0.7306165,0.54133195,0.46476457,0.60635275,0.60156995,0.63537306,0.11438797,0.6388966,0.5374664,0.2003321,0.6999116,0.6528121,0.19886728,0.7018585,0.46158844,0.44028607
data\videos\no_fall\37.mp4,0.6210592,0.6688536,0.36910954,0.6188756,0.68058896,0.50798357,0.619639,0.67207116,0.53914905,0.5833413,0.67770386,0.4767087,0.5848995,0.6523062,0.58920425,0.55880636,0.6580599,0.44846845,0.57464474,0.6058659,0.5439787,0.65360093,0.6450783,0.39846072,0.65266764,0.580648,0.5960931,0.6982637,0.662054,0.40068543,0.71020305,0.63738626,0.3066161,0.5411859,0.48790082,0.71749175,0.5438085,0.46324906,0.8090904,0.60192096,0.6302219,0.108276464,0.6351986,0.55482167,0.25411585,0.70395374,0.66008836,0.16536286,0.70166105,0.46008646,0.32773286
data\videos\no_fall\37.mp4,0.6122605,0.678425,0.37792224,0.60989046,0.6847704,0.41647425,0.6143115,0.67767286,0.4403921,0.57259697,0.6846459,0.57682353,0.57823604,0.65371937,0.5535289,0.5564863,0.6726072,0.4275886,0.5721316,0.6078152,0.6297634,0.6439743,0.65518606,0.25295228,0.6530207,0.582526,0.5183707,0.6842339,0.6609937,0.26207608,0.70614696,0.6237158,0.26299343,0.54149866,0.49465826,0.744936,0.54152906,0.47704074,0.8140824,0.6031226,0.6320766,0.12037301,0.63716286,0.55216485,0.36560684,0.69941413,0.6559985,0.25448033,0.70227706,0.4736288,0.23410912
data\videos\no_fall\37.mp4,0.60562587,0.68579966,0.28721148,0.6049053,0.68631095,0.30227667,0.6045895,0.68519735,0.3394404,0.57360893,0.68206644,0.4119715,0.5714266,0.6756233,0.4141189,0.55262804,0.6534822,0.43874806,0.5592463,0.6354572,0.4288862,0.64381856,0.6350156,0.2302494,0.64634734,0.63103366,0.19029455,0.6957043,0.64900225,0.2924238,0.70209754,0.6591761,0.23975603,0.54167,0.48153752,0.57154965,0.53921443,0.47472462,0.77452475,0.64177704,0.5627205,0.2789751,0.6413269,0.56148946,0.14705622,0.7015318,0.50758654,0.16290556,0.70775473,0.45478177,0.24675688
data\videos\no_fall\37.mp4,0.63341314,0.6764983,0.2522734,0.6341993,0.6792828,0.2390139,0.6345777,0.67727715,0.29207498,0.60075897,0.672721,0.311188,0.59989977,0.6627427,0.3867725,0.57409877,0.6514832,0.33935004,0.5766085,0.63550746,0.4907571,0.6552245,0.645853,0.18201761,0.6661848,0.64413595,0.23987819,0.69776684,0.64631945,0.28373066,0.7027697,0.6554939,0.23030017,0.543611,0.48046717,0.54977995,0.5414816,0.47874263,0.65027654,0.64457154,0.57181174,0.2051949,0.64689416,0.5700189,0.107903786,0.7178329,0.6128974,0.16789083,0.71384776,0.4522896,0.14916143
data\videos\no_fall\37.mp4,0.60876274,0.6682057,0.18065569,0.61682224,0.666236,0.12796064,0.6134319,0.669834,0.20980616,0.6017266,0.6530747,0.14459386,0.5952329,0.6587534,0.17931381,0.57673085,0.63707894,0.29291567,0.5649999,0.64509743,0.35439774,0.65041876,0.63580924,0.108257644,0.6455425,0.65147585,0.1868606,0.69673026,0.64728117,0.20243716,0.69711,0.66435915,0.1625957,0.54078746,0.47852722,0.22569716,0.5334153,0.48747906,0.21497768,0.6455067,0.5696479,0.026353288,0.62973964,0.6553768,0.1242509,0.7222992,0.45423096,0.11698372,0.71479195,0.6640593,0.12549075
