Video,x0,y0,score0,x1,y1,score1,x2,y2,score2,x3,y3,score3,x4,y4,score4,x5,y5,score5,x6,y6,score6,x7,y7,score7,x8,y8,score8,x9,y9,score9,x10,y10,score10,x11,y11,score11,x12,y12,score12,x13,y13,score13,x14,y14,score14,x15,y15,score15,x16,y16,score16
data\videos\no_fall\32.mp4,0.2551286,0.027897391,0.062196713,0.25275314,0.014997559,0.020217571,0.25390005,0.026123948,0.040868536,0.22917724,0.013677767,0.051197387,0.24101123,0.052798923,0.0670688,0.25772026,0.011920916,0.19262385,0.25154224,0.08171614,0.30320728,0.38600498,0.032782182,0.10062911,0.38353086,0.12207951,0.24917391,0.46927837,0.032681502,0.110607535,0.45796964,0.12311448,0.14695048,0.4454462,0.020878498,0.26166496,0.44400305,0.08218951,0.2077747,0.58314353,0.022679433,0.29352948,0.5663626,0.09646076,0.1449318,0.60019565,0.10631663,0.15484954,0.59431076,0.12068305,0.18413408
data\videos\no_fall\32.mp4,0.2223317,0.017393583,0.047741037,0.22270064,0.005909943,0.020678902,0.22381747,0.012865499,0.025987107,0.2170622,0.012290125,0.06519538,0.22699326,0.035465796,0.05535366,0.25639796,0.0130551355,0.1575564,0.25011328,0.08058041,0.2241888,0.37614828,0.055052117,0.114995964,0.37005895,0.123071626,0.30248088,0.4687443,0.075659685,0.11855832,0.45869964,0.13411354,0.15698276,0.44050884,0.019040473,0.31574863,0.43124434,0.0837147,0.22743,0.5842209,0.027002843,0.23838614,0.55969566,0.09131,0.2375391,0.65723425,0.08235501,0.047695126,0.5802622,0.117165156,0.18008353
data\videos\no_fall\32.mp4,0.23407488,0.025003113,0.040047206,0.20096941,0.010296772,0.06602675,0.21514249,0.022114245,0.049318247,0.21698244,0.014025631,0.11022125,0.228536,0.038425863,0.073024526,0.25782788,0.01587073,0.2090492,0.2543748,0.060563467,0.31172764,0.37843797,0.055589024,0.1602217,0.37143272,0.11656039,0.30283245,0.46537656,0.07703449,0.14752972,0.46015862,0.12714158,0.16963995,0.43038318,0.013953774,0.21603912,0.42831358,0.07946699,0.20580293,0.571426,0.025234219,0.30486915,0.5667498,0.086254194,0.12310464,0.6564662,0.014653726,0.120237865,0.58857346,0.11828373,0.15033019
data\videos\no_fall\32.mp4,0.43818706,0.6141029,0.262546,0.43363366,0.6199953,0.31351194,0.4327232,0.6169109,0.30160978,0.4434694,0.6339729,0.3551836,0.4397123,0.62847793,0.18711051,0.46578205,0.6301877,0.255773,0.4634848,0.6181585,0.20768881,0.49902517,0.60601425,0.17082122,0.4920789,0.58116513,0.16752328,0.47716895,0.5490238,0.1574113,0.48192495,0.57267,0.06615071,0.51815975,0.609555,0.13630483,0.50964457,0.58950675,0.1266014,0.4812097,0.54414433,0.11775485,0.4862208,0.5506724,0.1560214,0.53866905,0.28751615,0.09301487,0.48645112,0.53163373,0.07988798
data\videos\no_fall\32.mp4,0.2540437,0.012388369,0.0880866,0.24053843,0.007331186,0.056446593,0.24561104,0.001633115,0.04045516,0.24129094,0.009975856,0.04918475,0.24007194,0.009630547,0.04642377,0.25632253,0.020189242,0.21442103,0.24856213,0.043269362,0.2826083,0.373826,0.07601795,0.2247064,0.37112132,0.10285352,0.205188,0.46242318,0.092458114,0.16077162,0.4439497,0.09537928,0.13908148,0.4431879,0.03325007,0.34693578,0.44223213,0.050479557,0.25037712,0.59291583,0.019428097,0.20262884,0.57688683,0.04560506,0.14089325,0.5944599,0.10805913,0.09956191,0.587666,0.112228364,0.11979124
data\videos\no_fall\32.mp4,0.44273427,0.62151206,0.368619,0.44064507,0.619814,0.25063974,0.43801123,0.6269567,0.28026628,0.44844583,0.6360182,0.40111056,0.4459264,0.6415515,0.21182865,0.47341502,0.62851745,0.30113718,0.46952835,0.6399875,0.18840225,0.50544655,0.6026754,0.23493454,0.5036982,0.6164926,0.19857518,0.4981174,0.57103384,0.17245434,0.50016564,0.5890374,0.1293855,0.5259425,0.6224992,0.12747787,0.5189951,0.6208228,0.09543512,0.5021319,0.56605923,0.09381827,0.50504464,0.592561,0.13864358,0.51301837,0.57551116,0.08942014,0.5101301,0.5833483,0.097979516
data\videos\no_fall\32.mp4,0.25076422,0.013785821,0.05581271,0.23843992,0.007176377,0.03888047,0.24411678,0.0017905127,0.028179476,0.21990256,0.011696219,0.09546279,0.23569815,0.008244633,0.0575751,0.25682527,0.023535626,0.19481166,0.2532652,0.03430853,0.2301135,0.373506,0.0858293,0.17093517,0.37580693,0.10011754,0.20866872,0.46265006,0.09344514,0.14600265,0.4532813,0.10442377,0.13913064,0.42884502,0.032249004,0.20901255,0.43102762,0.051153723,0.16339362,0.5768942,0.021520171,0.20947605,0.5611238,0.064154655,0.16198185,0.6521283,0.068443544,0.043305915,0.58208793,0.11759752,0.14686786
data\videos\no_fall\32.mp4,0.2658908,0.019931667,0.049100965,0.25116238,0.006938574,0.02614305,0.2519945,0.011278828,0.032009374,0.24120592,0.010480903,0.043809462,0.24068004,0.013494979,0.056203544,0.25824842,0.016380457,0.20252724,0.25464463,0.037711952,0.35526755,0.37307322,0.070567295,0.18848687,0.37150234,0.096684664,0.23393238,0.4588947,0.07529515,0.17048053,0.44843745,0.08997917,0.16295414,0.43818477,0.027902033,0.29644597,0.43853813,0.048937343,0.25502113,0.5783018,0.023415789,0.24600905,0.5622569,0.046558294,0.19002433,0.6479369,0.016940504,0.13285092,0.5804147,0.107787155,0.15240507
data\videos\no_fall\32.mp4,0.28737065,0.04037718,0.072330795,0.25534907,0.016791655,0.034918055,0.27115682,0.03597311,0.047474395,0.21970193,0.012362266,0.071589984,0.25289106,0.029572751,0.06761392,0.2545591,0.014593024,0.19005603,0.2522431,0.06458595,0.2974447,0.38241997,0.07296276,0.11562337,0.37845525,0.109783895,0.24056408,0.47795832,0.07552603,0.10170491,0.47300887,0.11155889,0.14800842,0.43273276,0.015377368,0.16261785,0.43256068,0.07987462,0.14829728,0.57097006,0.021022083,0.33197153,0.5705784,0.06612949,0.14002475,0.65026635,0.013598431,0.11886104,0.58874446,0.11039636,0.15876827
data\videos\no_fall\32.mp4,0.24778262,0.021210562,0.044520155,0.24909319,0.016232278,0.038062364,0.25095794,0.021854684,0.0427395,0.2233965,0.0134274075,0.055786032,0.22576518,0.047833543,0.06597616,0.25491634,0.017134698,0.1666853,0.24754559,0.067119956,0.3617102,0.38958883,0.06088689,0.096172996,0.38610482,0.11928627,0.25379434,0.49702317,0.080973685,0.08471033,0.4859736,0.12305784,0.13189207,0.44460738,0.016019015,0.1585286,0.4490707,0.078522265,0.12889974,0.5565403,0.016432557,0.18518753,0.5704451,0.077129416,0.10756097,0.5933934,0.11291085,0.14504695,0.5803101,0.12986353,0.20226894
