Video,x0,y0,score0,x1,y1,score1,x2,y2,score2,x3,y3,score3,x4,y4,score4,x5,y5,score5,x6,y6,score6,x7,y7,score7,x8,y8,score8,x9,y9,score9,x10,y10,score10,x11,y11,score11,x12,y12,score12,x13,y13,score13,x14,y14,score14,x15,y15,score15,x16,y16,score16
data\videos\fall\29.mp4,0.55886394,0.35049674,0.46934846,0.54832965,0.3330103,0.6201037,0.5487378,0.33571675,0.59579027,0.51147956,0.3213191,0.52441275,0.5137388,0.32655403,0.50184643,0.48361185,0.345565,0.4857652,0.47950348,0.3598394,0.70631033,0.5870247,0.43551892,0.4345158,0.5802713,0.41661173,0.58703625,0.7124824,0.40941995,0.39446852,0.6860605,0.40684053,0.27555528,0.49291983,0.5543334,0.533579,0.47235957,0.60301363,0.70885575,0.648043,0.49327973,0.6072701,0.65850747,0.63803095,0.8141937,0.80744845,0.5291813,0.8403265,0.8257827,0.72392416,0.82060516
data\videos\fall\29.mp4,0.5459971,0.34693775,0.45857915,0.5333263,0.32927564,0.45927548,0.53425044,0.33195475,0.55136526,0.4958986,0.31974715,0.47230405,0.49994943,0.32118416,0.55746615,0.4682266,0.34746388,0.5437089,0.46677244,0.35757095,0.7299498,0.57110554,0.44233125,0.5157696,0.5566892,0.43370533,0.5254129,0.70155734,0.41673344,0.53808045,0.672693,0.41194123,0.23005022,0.49465376,0.5536192,0.77485466,0.47199604,0.6094342,0.68880486,0.6460185,0.49349946,0.5685376,0.6559573,0.63709295,0.85361576,0.80733645,0.5297938,0.85610235,0.8188478,0.71850127,0.7619068
data\videos\fall\29.mp4,0.5329217,0.34579363,0.4752078,0.5187602,0.33007616,0.6706346,0.52000827,0.3302573,0.60521793,0.4838579,0.32928172,0.64162946,0.48743713,0.32714978,0.557284,0.4577021,0.35766977,0.72493565,0.45678735,0.35490966,0.76421994,0.5655819,0.44674796,0.5992318,0.550218,0.424511,0.52796346,0.6855935,0.4367879,0.5274504,0.6533344,0.42618555,0.17218801,0.49177048,0.55473465,0.7662722,0.46966383,0.60409516,0.85659194,0.64868736,0.49385962,0.6904601,0.656782,0.6340868,0.88582534,0.8123057,0.5319378,0.8453706,0.8236429,0.7226009,0.810627
data\videos\fall\29.mp4,0.5196339,0.34444192,0.44448206,0.5055701,0.32891634,0.66704106,0.5066749,0.33015078,0.6411184,0.47025865,0.32632506,0.6368634,0.47273728,0.32806626,0.62641996,0.44738284,0.35196784,0.7221575,0.4451007,0.3606668,0.82965845,0.5514706,0.4415644,0.37268233,0.537152,0.44648576,0.4284944,0.67424536,0.44278646,0.50198746,0.6509473,0.443412,0.15689687,0.49473643,0.5546817,0.7218491,0.47401878,0.6062751,0.6880072,0.65130043,0.48949355,0.56029314,0.6505503,0.63475555,0.8319507,0.80705464,0.52916765,0.85859126,0.812894,0.71902245,0.85794127
data\videos\fall\29.mp4,0.5056528,0.33752123,0.52458036,0.48769414,0.31866056,0.7216008,0.4886758,0.32232144,0.71626997,0.4570113,0.31647894,0.76899815,0.4560999,0.32050484,0.7087356,0.44650763,0.35477525,0.8121819,0.43729278,0.36911112,0.77705204,0.54128915,0.45405164,0.58189434,0.522126,0.46029025,0.446561,0.63043386,0.47217682,0.39287516,0.6071337,0.4769937,0.21337575,0.49437544,0.5640714,0.7507053,0.47639412,0.60551035,0.7165732,0.64997506,0.48649818,0.5561776,0.65379554,0.6327329,0.93400925,0.80637133,0.5307206,0.9053541,0.81314987,0.7169903,0.8556678
data\videos\fall\29.mp4,0.50746614,0.33694988,0.48872703,0.49246657,0.31874457,0.66315776,0.49344373,0.3221503,0.6908261,0.45951372,0.3152437,0.78295356,0.45903495,0.31908193,0.7297336,0.44323534,0.35196796,0.82032263,0.43258283,0.36227712,0.6818972,0.5228079,0.4514718,0.6169723,0.50344336,0.46369925,0.4281649,0.60672134,0.4792665,0.45531988,0.5703293,0.48557064,0.33502483,0.49632645,0.5500697,0.5910425,0.47569504,0.6016246,0.62658197,0.6650414,0.48953378,0.54053843,0.6534584,0.62696564,0.78157175,0.8121188,0.5304557,0.90879583,0.8120107,0.7152971,0.8447898
data\videos\fall\29.mp4,0.49987987,0.33598882,0.5131437,0.48441535,0.321414,0.7326839,0.48526338,0.32583252,0.679916,0.45325908,0.32303107,0.73423696,0.4526125,0.32825738,0.60965693,0.44164032,0.34269115,0.8047333,0.43006882,0.36408645,0.706046,0.520049,0.43740308,0.33040896,0.51561177,0.405776,0.21827969,0.53263694,0.26576367,0.3235617,0.5259013,0.2669054,0.4195241,0.49122262,0.54474753,0.6019823,0.4701312,0.5970632,0.7401228,0.6624446,0.48807016,0.51621276,0.6487234,0.62230957,0.6354945,0.80966616,0.53239524,0.89984345,0.81066227,0.712469,0.8214461
data\videos\fall\29.mp4,0.50332725,0.3352609,0.42347893,0.488633,0.32113847,0.67814326,0.49027437,0.3253728,0.6458852,0.45426872,0.3214253,0.62826145,0.45474854,0.3264727,0.5527946,0.43237293,0.33982044,0.6646723,0.42299074,0.36063498,0.75522864,0.51162016,0.32598853,0.24778454,0.4985839,0.37419036,0.2507273,0.5245723,0.2919751,0.41226074,0.52409154,0.3081929,0.41752413,0.4866834,0.5430656,0.5813321,0.46856356,0.59309465,0.6952907,0.6566603,0.4895254,0.5222461,0.6402195,0.607703,0.8520035,0.80706614,0.5301384,0.8784711,0.7907336,0.69720143,0.6357646
data\videos\fall\29.mp4,0.48680833,0.34341323,0.41651997,0.47372127,0.32971427,0.54032487,0.47544336,0.3332643,0.5058224,0.43815115,0.33070064,0.49676082,0.4374704,0.33648995,0.48057255,0.4163522,0.35018623,0.55915475,0.40958905,0.3754434,0.673455,0.48274702,0.35674486,0.18336418,0.46885458,0.41652676,0.28696987,0.5172934,0.29807436,0.25347963,0.5155688,0.32052863,0.28045517,0.4934313,0.53414416,0.53261375,0.4732665,0.5964473,0.6722982,0.6487528,0.48968425,0.5836649,0.6372961,0.59070176,0.81368655,0.8039479,0.5264878,0.87886024,0.775735,0.6787314,0.5902312
data\videos\fall\29.mp4,0.44644502,0.3358516,0.36912745,0.43412578,0.32530245,0.51636374,0.43464008,0.32713038,0.49808112,0.40450698,0.32806048,0.58730584,0.40122312,0.3314208,0.4935094,0.40755454,0.35594293,0.6820505,0.39390418,0.38845333,0.67745686,0.49016345,0.43254858,0.58514357,0.47059286,0.45942327,0.489376,0.56320506,0.4655398,0.46152443,0.5527246,0.48813555,0.5031699,0.49559167,0.55191386,0.701658,0.47939345,0.6034012,0.7326852,0.6483129,0.48741156,0.6839264,0.63564926,0.5734738,0.7139164,0.8032107,0.5215487,0.847107,0.7811942,0.65440243,0.7856339
data\videos\fall\29.mp4,0.3962121,0.3242147,0.5085777,0.38061914,0.31292966,0.54937154,0.3774283,0.31780383,0.41412738,0.35993817,0.32330304,0.65035915,0.35007098,0.33200073,0.4365387,0.39029905,0.36614418,0.7757478,0.36521104,0.41860583,0.7350125,0.48743653,0.421435,0.65469193,0.47260094,0.46842387,0.43170753,0.57353675,0.4637802,0.5708404,0.5614842,0.48905045,0.50772464,0.48937902,0.5630035,0.79168415,0.47764263,0.6040739,0.7120819,0.65252966,0.4828343,0.797426,0.6383219,0.542165,0.75273514,0.8082838,0.5213385,0.6607321,0.7713376,0.608109,0.47176743
data\videos\fall\29.mp4,0.35879105,0.3154614,0.5755533,0.34150767,0.31262338,0.6768948,0.33840257,0.3099649,0.635872,0.32699108,0.32891303,0.69260764,0.31849596,0.33277658,0.5383178,0.37175193,0.37273028,0.8319949,0.34338453,0.42592472,0.6740465,0.48790818,0.4228559,0.59820294,0.4687848,0.47255093,0.38235968,0.57698673,0.45766723,0.5689781,0.5610502,0.4813002,0.55877805,0.4992816,0.5430503,0.68234795,0.48552176,0.5723786,0.79715544,0.65322703,0.48337936,0.81962836,0.6329611,0.5227864,0.72144294,0.79593617,0.5237334,0.7269423,0.76783043,0.5555051,0.7062039
data\videos\fall\29.mp4,0.3382284,0.32054716,0.69672656,0.32202047,0.31616205,0.59426093,0.31892127,0.3161674,0.59113085,0.30744055,0.33464974,0.80756164,0.3010481,0.3395922,0.6094204,0.3520145,0.37087446,0.8093551,0.3275412,0.42190835,0.65435374,0.46137196,0.4168558,0.59824985,0.430749,0.45581597,0.37188512,0.5553401,0.44812354,0.5684024,0.53298056,0.46643546,0.50431776,0.4946439,0.52628016,0.78336215,0.4813273,0.55148894,0.7451743,0.6501832,0.47777918,0.80336773,0.63492495,0.50036764,0.64918196,0.8126082,0.5344129,0.8054995,0.77504885,0.5336744,0.54682016
data\videos\fall\29.mp4,0.32712922,0.32907978,0.6372292,0.31241208,0.32610327,0.61728454,0.31058228,0.32658958,0.5763651,0.289828,0.34369597,0.7164127,0.28473595,0.35162175,0.4731249,0.33284932,0.37689543,0.6367869,0.30703208,0.4225862,0.6807481,0.44361144,0.41763663,0.7198076,0.3982206,0.45913213,0.35293388,0.5472112,0.4428412,0.67461336,0.52241004,0.4595168,0.4786639,0.49072954,0.5138421,0.80427015,0.4770672,0.5393238,0.6908946,0.6619175,0.47592327,0.6582978,0.6385035,0.48482618,0.5527942,0.80922383,0.5350139,0.7250924,0.76726365,0.51605844,0.59471893
data\videos\fall\29.mp4,0.30184117,0.33358112,0.6883643,0.28631195,0.32832104,0.62914777,0.28357404,0.33263984,0.5666301,0.26836511,0.34546095,0.7139009,0.2614148,0.3631377,0.5256913,0.31434312,0.37361956,0.61996067,0.27712813,0.4503663,0.73409843,0.42614773,0.41318575,0.55389446,0.35336152,0.50859964,0.6898145,0.511366,0.4389256,0.5809603,0.4640916,0.5085556,0.25321034,0.50256866,0.4923293,0.85548955,0.48105538,0.53818434,0.7925505,0.6617349,0.47721225,0.79535496,0.6359007,0.47496656,0.44432545,0.80924344,0.5394572,0.66405165,0.7700369,0.49221525,0.41637585
data\videos\fall\29.mp4,0.27742147,0.33566776,0.5550803,0.2630962,0.3322832,0.6118677,0.26403534,0.33703384,0.5819911,0.25206107,0.35040796,0.6381999,0.24551,0.36414376,0.55174065,0.2906451,0.38444534,0.76061845,0.2731631,0.44200304,0.7058879,0.3966993,0.43974683,0.21244094,0.35216558,0.49445128,0.56311107,0.48693964,0.43799406,0.4862575,0.45823762,0.49728355,0.25054306,0.505788,0.47823068,0.8579505,0.4903475,0.51057935,0.83439445,0.64858204,0.46678725,0.8534702,0.6288744,0.44927564,0.49221247,0.8068072,0.53811127,0.8849091,0.76955485,0.418348,0.7103012
data\videos\fall\29.mp4,0.2719936,0.33282414,0.6761428,0.25332284,0.335073,0.71130264,0.25386986,0.33441308,0.63788605,0.23487872,0.36346838,0.66645795,0.2380844,0.36687192,0.5028423,0.2772117,0.3904321,0.5544915,0.26859602,0.44247118,0.7262016,0.39249766,0.4235226,0.41250235,0.36395732,0.4916927,0.7059047,0.5007928,0.41880032,0.41543514,0.47509262,0.4829883,0.49539515,0.49726662,0.47549748,0.83010674,0.4889522,0.5076971,0.85165894,0.6513004,0.46226773,0.84490216,0.6355396,0.4435094,0.67118984,0.8010088,0.5368875,0.9078542,0.7718655,0.40517315,0.82308114
data\videos\fall\29.mp4,0.2643098,0.34039772,0.6377394,0.24849811,0.33810586,0.5996053,0.24968639,0.33983853,0.5403646,0.2326179,0.35862342,0.58269495,0.23325326,0.36909214,0.6114603,0.26933756,0.39226004,0.7505128,0.26878753,0.43223542,0.6712997,0.38620242,0.4435536,0.33584404,0.3675521,0.4933022,0.6753008,0.48553303,0.41656274,0.39452687,0.463019,0.5017628,0.49965522,0.49750608,0.4675837,0.82476866,0.49448255,0.48284587,0.84790003,0.6528594,0.4625708,0.83679724,0.6392904,0.4348685,0.67179716,0.7985136,0.53582156,0.9120494,0.7673906,0.40334934,0.7292975
data\videos\fall\29.mp4,0.25661698,0.34104958,0.63497037,0.24068853,0.3374951,0.72038156,0.23914456,0.34019148,0.54402924,0.2283556,0.35683444,0.6198564,0.22502546,0.3720083,0.4735523,0.27164236,0.3863881,0.7490468,0.2661777,0.44193766,0.6665602,0.381691,0.43092594,0.22371717,0.36692706,0.49924633,0.711185,0.48799193,0.37984288,0.28800765,0.45651096,0.5031665,0.6637172,0.49760133,0.44650635,0.71354175,0.49137142,0.48170105,0.82314974,0.643501,0.45230427,0.6679501,0.6292858,0.42811224,0.7003736,0.7924211,0.53390765,0.9067421,0.7655556,0.4009118,0.8419616
data\videos\fall\29.mp4,0.24943721,0.33920106,0.5740063,0.23509538,0.33720642,0.6810303,0.23474935,0.341587,0.40724123,0.22404467,0.34981316,0.77570534,0.21964934,0.3763738,0.38417962,0.26494446,0.37745792,0.71823156,0.26358208,0.4408452,0.6376231,0.3696037,0.41204858,0.20796604,0.36407897,0.4920073,0.7886865,0.48411444,0.36925426,0.41184753,0.4563281,0.4913664,0.55318534,0.49908677,0.4296786,0.80741596,0.48928902,0.48138103,0.8290242,0.64711946,0.43883196,0.72078216,0.6337469,0.4277031,0.61009705,0.7874599,0.53013045,0.88810384,0.76448965,0.39994833,0.82465893
data\videos\fall\29.mp4,0.24769157,0.3359842,0.5851768,0.23090698,0.33286002,0.5275383,0.22921526,0.33664212,0.5504497,0.22052372,0.3502702,0.60567975,0.21810496,0.36897507,0.4455989,0.26614606,0.37424272,0.6672506,0.26523754,0.43634063,0.5306763,0.3683336,0.39121076,0.2875543,0.37257054,0.48231283,0.61058915,0.4673351,0.3661458,0.3834125,0.46117082,0.46932542,0.41730064,0.4906552,0.41890702,0.8116584,0.48433095,0.46412164,0.7658353,0.6417247,0.42180273,0.67336977,0.63031715,0.41676435,0.7127551,0.7812692,0.5155768,0.75099033,0.75756234,0.39894402,0.76325476
data\videos\fall\29.mp4,0.2458191,0.3293791,0.5209998,0.23067173,0.32896906,0.5660529,0.22676955,0.33293903,0.46868923,0.22169636,0.3445977,0.58802044,0.2174484,0.37099954,0.3142006,0.2672597,0.365576,0.67812896,0.26627654,0.4327339,0.5507425,0.37724307,0.37296084,0.42148653,0.37637192,0.46515113,0.5995346,0.46781126,0.3451636,0.55606556,0.4610789,0.43681055,0.3380653,0.49166653,0.41212133,0.8415988,0.48456573,0.46084148,0.7990586,0.64874876,0.40319452,0.6307924,0.6351239,0.40153533,0.5671512,0.7589594,0.49622354,0.56473434,0.7562914,0.40220568,0.84729904
data\videos\fall\29.mp4,0.24966805,0.32956126,0.39603823,0.23672567,0.32864523,0.5168524,0.23520997,0.33722085,0.23330984,0.22569568,0.34229368,0.57078457,0.22108275,0.37763822,0.40861732,0.2773299,0.36416528,0.48989123,0.27122438,0.43037704,0.5600165,0.37939936,0.36970276,0.38647088,0.37959743,0.45603758,0.38613647,0.45796943,0.33889437,0.61540264,0.4614533,0.4001045,0.31284142,0.47880116,0.41387075,0.76258904,0.47461116,0.4611089,0.8111502,0.62187195,0.36346397,0.5630553,0.61906815,0.38949332,0.6055364,0.75337493,0.45967487,0.63687515,0.75018954,0.40164897,0.5630759
data\videos\fall\29.mp4,0.2494863,0.32661128,0.46091413,0.23722917,0.32738772,0.5478964,0.23527968,0.33184588,0.2919896,0.22535184,0.34213415,0.54810405,0.22138539,0.37013015,0.35242406,0.27321714,0.36287293,0.67285776,0.26958987,0.4231163,0.5821949,0.36653495,0.38512725,0.22526121,0.3583362,0.44392535,0.46055475,0.4453541,0.34460738,0.47370866,0.4472332,0.38937974,0.28113896,0.48447117,0.4104027,0.74326456,0.48000365,0.4446237,0.68481356,0.62098795,0.36193642,0.7290808,0.61384314,0.38959637,0.5589498,0.7641783,0.41947156,0.7870278,0.7391603,0.42129055,0.64718807
data\videos\fall\29.mp4,0.2533765,0.33359766,0.54485476,0.23987785,0.33018628,0.4760993,0.23786606,0.33590335,0.39203584,0.22658482,0.34496903,0.63896835,0.22303021,0.37255728,0.39977622,0.27198017,0.36473888,0.6589746,0.2707228,0.43027243,0.63239866,0.37320533,0.37814572,0.26105878,0.36988294,0.4509373,0.52452064,0.4541809,0.34484315,0.50394523,0.4649821,0.41746637,0.2818475,0.4906983,0.40170425,0.7173451,0.48476395,0.43846658,0.677722,0.623968,0.355514,0.57151,0.6157196,0.39177507,0.6504406,0.76762146,0.39198637,0.7852884,0.74154234,0.41314355,0.6169348
data\videos\fall\29.mp4,0.25114277,0.3382902,0.45826945,0.23638263,0.33345693,0.644379,0.23450103,0.34039533,0.37272003,0.22547257,0.34458438,0.68686175,0.22218351,0.37540513,0.50517094,0.26719627,0.3632298,0.5515808,0.2709714,0.43657628,0.61891973,0.36093196,0.37337914,0.28861567,0.38016903,0.45372686,0.5943256,0.45510298,0.34468007,0.5468139,0.46563202,0.41743013,0.31097504,0.49180084,0.3902349,0.774667,0.48593283,0.43724602,0.69788474,0.6244776,0.34789383,0.7352644,0.6181982,0.3879527,0.66584355,0.78246564,0.36366382,0.8338249,0.7532433,0.40756547,0.6803119
data\videos\fall\29.mp4,0.24291,0.33500627,0.5029043,0.22702819,0.33671254,0.6376872,0.22492397,0.34401548,0.2738401,0.2239421,0.35680985,0.47963822,0.22273323,0.38452378,0.36885226,0.27280858,0.36624688,0.6740004,0.28566945,0.44099602,0.5847456,0.37304685,0.37096035,0.2755378,0.3856382,0.45804328,0.58975554,0.45887032,0.34610483,0.5014806,0.46889523,0.43628582,0.40062848,0.4975006,0.38623562,0.56503123,0.49512085,0.43161377,0.7781022,0.6282422,0.34209335,0.78040934,0.6245124,0.3859311,0.7150392,0.7830894,0.3494087,0.810406,0.7672322,0.4061173,0.797552
data\videos\fall\29.mp4,0.24147272,0.33810183,0.4749754,0.22901317,0.34008682,0.54954505,0.22541523,0.34870574,0.28837255,0.22480008,0.35754177,0.5130572,0.22156075,0.39226377,0.3373193,0.27357292,0.3643537,0.63912165,0.28594512,0.44485846,0.6798651,0.37656853,0.35471827,0.3320326,0.39193624,0.46476033,0.5070058,0.46496403,0.33233178,0.4112213,0.47284085,0.4454832,0.38893446,0.4975994,0.38243586,0.7286928,0.49684384,0.42866474,0.7316486,0.6300467,0.33883753,0.69033265,0.6251827,0.38581297,0.71653515,0.7864344,0.339098,0.670129,0.7685384,0.40321773,0.6768608
data\videos\fall\29.mp4,0.2406576,0.34051472,0.4832684,0.22940108,0.3438752,0.53692913,0.22527227,0.35085747,0.31910527,0.22648245,0.36262766,0.6508827,0.22369406,0.39491558,0.36335918,0.27401385,0.36716616,0.6751958,0.2864129,0.44455406,0.67774975,0.37732723,0.3597011,0.28957936,0.39520624,0.46486375,0.5765743,0.46410117,0.3323075,0.36455998,0.48219013,0.44664583,0.38890696,0.49901196,0.38128477,0.6419494,0.4976234,0.42860484,0.6353811,0.63246787,0.33521706,0.74489653,0.6260425,0.3851648,0.6806717,0.78668654,0.34067526,0.6955856,0.7685124,0.40484685,0.74758923
