Video,x0,y0,score0,x1,y1,score1,x2,y2,score2,x3,y3,score3,x4,y4,score4,x5,y5,score5,x6,y6,score6,x7,y7,score7,x8,y8,score8,x9,y9,score9,x10,y10,score10,x11,y11,score11,x12,y12,score12,x13,y13,score13,x14,y14,score14,x15,y15,score15,x16,y16,score16
data\videos\no_fall\41.mp4,0.5059068,0.6530987,0.34934682,0.50427735,0.64631367,0.3234124,0.49704868,0.6459236,0.3621639,0.5059315,0.6483454,0.4528554,0.50455916,0.6548509,0.33271366,0.4906572,0.022899188,0.3035543,0.49135327,0.025992379,0.336129,0.5081056,0.04171744,0.30699986,0.54121566,0.66525924,0.38025624,0.5336617,0.06567448,0.30614424,0.4897939,0.50476015,0.34476557,0.5262329,0.02185003,0.30161545,0.5614333,0.6507691,0.32946604,0.56752276,0.03086204,0.3091424,0.5746123,0.02369202,0.35268646,0.5455524,0.3434079,0.33396685,0.6220259,0.66647995,0.34385195
data\videos\no_fall\41.mp4,0.5059068,0.6530987,0.34934682,0.50427735,0.64631367,0.3234124,0.49704868,0.6459236,0.3621639,0.5059315,0.6483454,0.4528554,0.50455916,0.6548509,0.33271366,0.4912482785714286,0.03750805423809524,0.3035435773809524,0.4909209294736842,0.025767030631578945,0.3347038910526316,0.5081056,0.04171744,0.30699986,0.54121566,0.66525924,0.38025624,0.5336617,0.06567448,0.30614424,0.4897939,0.50476015,0.34476557,0.5262329,0.02185003,0.30161545,0.5614333,0.6507691,0.32946604,0.56752276,0.03086204,0.3091424,0.5746123,0.02369202,0.35268646,0.5455524,0.3434079,0.33396685,0.6220259,0.66647995,0.34385195
data\videos\no_fall\41.mp4,0.5059068,0.6530987,0.34934682,0.50427735,0.64631367,0.3234124,0.49704868,0.6459236,0.3621639,0.5059315,0.6483454,0.4528554,0.50455916,0.6548509,0.33271366,0.49183935714285715,0.05211692047619047,0.3035328547619048,0.4904885889473684,0.025541682263157894,0.3332787821052632,0.5081056,0.04171744,0.30699986,0.54121566,0.66525924,0.38025624,0.5336617,0.06567448,0.30614424,0.4897939,0.50476015,0.34476557,0.5262329,0.02185003,0.30161545,0.5614333,0.6507691,0.32946604,0.56752276,0.03086204,0.3091424,0.5746123,0.02369202,0.35268646,0.5455524,0.3434079,0.33396685,0.6220259,0.66647995,0.34385195
data\videos\no_fall\41.mp4,0.5059068,0.6530987,0.34934682,0.50427735,0.64631367,0.3234124,0.49704868,0.6459236,0.3621639,0.5059315,0.6483454,0.4528554,0.50455916,0.6548509,0.33271366,0.49243043571428574,0.06672578671428572,0.30352213214285717,0.4900562484210526,0.02531633389473684,0.33185367315789477,0.5081056,0.04171744,0.30699986,0.54121566,0.66525924,0.38025624,0.5336617,0.06567448,0.30614424,0.4897939,0.50476015,0.34476557,0.5262329,0.02185003,0.30161545,0.5614333,0.6507691,0.32946604,0.56752276,0.03086204,0.3091424,0.5746123,0.02369202,0.35268646,0.5455524,0.3434079,0.33396685,0.6220259,0.66647995,0.34385195
data\videos\no_fall\41.mp4,0.5059068,0.6530987,0.34934682,0.50427735,0.64631367,0.3234124,0.49704868,0.6459236,0.3621639,0.5059315,0.6483454,0.4528554,0.50455916,0.6548509,0.33271366,0.4930215142857143,0.08133465295238096,0.3035114095238095,0.48962390789473687,0.02509098552631579,0.3304285642105263,0.5088793206666667,0.054961121333333335,0.3076812106666667,0.54121566,0.66525924,0.38025624,0.5328170276190476,0.07077305821428571,0.3063378032142857,0.4897939,0.50476015,0.34476557,0.5262329,0.02185003,0.30161545,0.5614333,0.6507691,0.32946604,0.5640613,0.03133504454545455,0.3103877636363636,0.5681383894736842,0.04791953473684211,0.3527738531578947,0.5455524,0.3434079,0.33396685,0.6220259,0.66647995,0.34385195
data\videos\no_fall\41.mp4,0.5059068,0.6530987,0.34934682,0.50427735,0.64631367,0.3234124,0.49704868,0.6459236,0.3621639,0.5059315,0.6483454,0.4528554,0.50455916,0.6548509,0.33271366,0.4936125928571429,0.0959435191904762,0.3035006869047619,0.48919156736842107,0.024865637157894735,0.3290034552631579,0.5096530413333333,0.06820480266666666,0.30836256133333334,0.54121566,0.66525924,0.38025624,0.5319723552380953,0.07587163642857142,0.30653136642857143,0.4897939,0.50476015,0.34476557,0.5262329,0.02185003,0.30161545,0.5614333,0.6507691,0.32946604,0.5605998400000001,0.03180804909090909,0.31163312727272724,0.5616644789473684,0.07214704947368422,0.35286124631578947,0.5455524,0.3434079,0.33396685,0.6220259,0.66647995,0.34385195
data\videos\no_fall\41.mp4,0.5059068,0.6530987,0.34934682,0.50427735,0.64631367,0.3234124,0.49704868,0.6459236,0.3621639,0.5059315,0.6483454,0.4528554,0.50455916,0.6548509,0.33271366,0.4942036714285714,0.11055238542857143,0.3034899642857143,0.48875922684210527,0.024640288789473684,0.32757834631578947,0.510426762,0.08144848399999999,0.30904391200000003,0.54121566,0.66525924,0.38025624,0.5311276828571428,0.08097021464285714,0.30672492964285714,0.4897939,0.50476015,0.34476557,0.5262329,0.02185003,0.30161545,0.5614333,0.6507691,0.32946604,0.55713838,0.03228105363636364,0.3128784909090909,0.5551905684210526,0.09637456421052631,0.3529486394736842,0.5455524,0.3434079,0.33396685,0.6220259,0.66647995,0.34385195
data\videos\no_fall\41.mp4,0.5059068,0.6530987,0.34934682,0.50427735,0.64631367,0.3234124,0.49704868,0.6459236,0.3621639,0.5059315,0.6483454,0.4528554,0.50455916,0.6548509,0.33271366,0.49479475,0.12516125166666667,0.3034792416666667,0.48832688631578947,0.02441494042105263,0.32615323736842106,0.5112004826666667,0.09469216533333333,0.30972526266666667,0.54121566,0.66525924,0.38025624,0.5302830104761905,0.08606879285714285,0.30691849285714284,0.4897939,0.50476015,0.34476557,0.5262329,0.02185003,0.30161545,0.5614333,0.6507691,0.32946604,0.55367692,0.03275405818181818,0.31412385454545455,0.5487166578947368,0.12060207894736844,0.35303603263157896,0.5455524,0.3434079,0.33396685,0.6220259,0.66647995,0.34385195
data\videos\no_fall\41.mp4,0.5059068,0.6530987,0.34934682,0.50427735,0.64631367,0.3234124,0.49704868,0.6459236,0.3621639,0.5059315,0.6483454,0.4528554,0.50455916,0.6548509,0.33271366,0.4953858285714286,0.1397701179047619,0.30346851904761907,0.48789454578947367,0.02418959205263158,0.32472812842105264,0.5119742033333333,0.10793584666666667,0.31040661333333336,0.54121566,0.66525924,0.38025624,0.5294383380952381,0.09116737107142857,0.3071120560714286,0.4897939,0.50476015,0.34476557,0.5262329,0.02185003,0.30161545,0.5614333,0.6507691,0.32946604,0.55021546,0.03322706272727273,0.3153692181818182,0.542242747368421,0.14482959368421053,0.35312342578947364,0.5455524,0.3434079,0.33396685,0.6220259,0.66647995,0.34385195
data\videos\no_fall\41.mp4,0.5059068,0.6530987,0.34934682,0.50427735,0.64631367,0.3234124,0.49704868,0.6459236,0.3621639,0.5059315,0.6483454,0.4528554,0.50455916,0.6548509,0.33271366,0.49597690714285714,0.15437898414285717,0.3034577964285714,0.48746220526315787,0.023964243684210525,0.32330301947368423,0.512747924,0.12117952799999998,0.311087964,0.54121566,0.66525924,0.38025624,0.5285936657142857,0.09626594928571428,0.3073056192857143,0.4897939,0.50476015,0.34476557,0.5262329,0.02185003,0.30161545,0.5614333,0.6507691,0.32946604,0.5467540000000001,0.03370006727272727,0.3166145818181818,0.5357688368421052,0.16905710842105265,0.3532108189473684,0.5455524,0.3434079,0.33396685,0.6220259,0.66647995,0.34385195
