Video,x0,y0,score0,x1,y1,score1,x2,y2,score2,x3,y3,score3,x4,y4,score4,x5,y5,score5,x6,y6,score6,x7,y7,score7,x8,y8,score8,x9,y9,score9,x10,y10,score10,x11,y11,score11,x12,y12,score12,x13,y13,score13,x14,y14,score14,x15,y15,score15,x16,y16,score16
data\videos\no_fall\10.mp4,0.32276323,0.50574774,0.4352699,0.3126241,0.5064053,0.36086738,0.30968657,0.5031667,0.3398322,0.30068573,0.4944486,0.3558477,0.30367744,0.48075485,0.6123649,0.34187898,0.45577654,0.49785107,0.33842635,0.4424269,0.56382364,0.3989054,0.45640305,0.3134388,0.3970535,0.42126262,0.57927155,0.4420725,0.5667565,0.30305257,0.4455118,0.45901722,0.3160996,0.46854788,0.46481365,0.42215395,0.47292057,0.45377254,0.5179098,0.56240773,0.46968895,0.5181869,0.56497353,0.46553788,0.57095855,0.64979964,0.44531947,0.41929013,0.65072167,0.4154185,0.605941
data\videos\no_fall\10.mp4,0.31559157,0.51597464,0.50588685,0.30479684,0.5147161,0.3757023,0.30307332,0.51214147,0.6106889,0.30068573,0.4944486,0.3558477,0.29664752,0.4888609,0.4981942,0.3386101,0.45998707,0.5243032,0.3380994,0.45160973,0.5021982,0.3989054,0.45640305,0.3134388,0.40096837,0.43442935,0.48504123,0.4420725,0.5667565,0.30305257,0.4455118,0.45901722,0.3160996,0.47305822,0.4655531,0.5493742,0.47694182,0.45652848,0.637565,0.5650752,0.4714002,0.6352291,0.56829906,0.46234426,0.591364,0.65172803,0.44510266,0.514189,0.6588615,0.4246578,0.45748314
data\videos\no_fall\10.mp4,0.31942403,0.5163745,0.38779777,0.30714813,0.5148957,0.33512548,0.30578473,0.51329786,0.527884,0.298564535,0.49663185,0.3379234,0.29562756,0.4925516,0.48221463,0.33492038,0.46489152,0.36303112,0.335001,0.45537743,0.55496883,0.3989054,0.45640305,0.3134388,0.39927146,0.434159,0.43824425,0.4420725,0.5667565,0.30305257,0.4455118,0.45901722,0.3160996,0.47116858,0.46664256,0.5337489,0.47470272,0.4600584,0.6368334,0.56690544,0.47809115,0.71696246,0.56970835,0.47375855,0.5478132,0.6474947,0.44565156,0.50815403,0.6571391,0.44168532,0.5035472
data\videos\no_fall\10.mp4,0.3168053,0.5234811,0.5228511,0.3034293,0.52074766,0.5298322,0.30278668,0.5174637,0.5945133,0.29644334,0.4988151,0.3199991,0.29378924,0.49390277,0.4033204,0.3355801,0.46578386,0.38340122,0.33907145,0.4580234,0.5885159,0.39559144,0.46421522,0.30099854,0.39745665,0.43461284,0.52138865,0.4420725,0.5667565,0.30305257,0.4455118,0.45901722,0.3160996,0.47344598,0.47111353,0.53925395,0.47746146,0.462282,0.6894865,0.56360525,0.48282441,0.62221247,0.56816745,0.47585896,0.5646751,0.6481897,0.45275572,0.6356537,0.6596768,0.45216158,0.48766518
data\videos\no_fall\10.mp4,0.3175291,0.5346239,0.5545478,0.30406964,0.5310999,0.4270814,0.30349454,0.52753013,0.6541681,0.29692104,0.5093584,0.41794553,0.29480347,0.5038186,0.54890025,0.33149955,0.47522336,0.47977403,0.3344551,0.46870542,0.44704753,0.39581839,0.47067979,0.30772391,0.39529824,0.4525513,0.54767305,0.4420725,0.5667565,0.30305257,0.45071748,0.4784038,0.34538773,0.47729856,0.4765975,0.60361814,0.48146108,0.47406515,0.53919125,0.55695,0.47898194,0.53931785,0.55869013,0.5039481,0.56579924,0.64977205,0.46083272,0.43719894,0.6539094,0.48812997,0.6039825
data\videos\no_fall\10.mp4,0.3187906,0.53551775,0.53088856,0.3059116,0.53235567,0.3588332,0.30475307,0.5290811,0.60981166,0.29722315,0.5079965,0.36927384,0.29484332,0.50506425,0.5843726,0.33426207,0.47690922,0.4657758,0.33334672,0.46978295,0.4524836,0.39604534,0.47714436,0.31444928,0.39483848,0.44891667,0.5801935,0.4420725,0.5667565,0.30305257,0.45039237,0.48242986,0.3201345,0.4860891,0.4774102,0.49379104,0.49003488,0.4801166,0.52244306,0.5640536,0.47356373,0.45753813,0.5644028,0.51395774,0.5971521,0.6578656,0.45370305,0.57911766,0.65665174,0.5086106,0.63100094
data\videos\no_fall\10.mp4,0.31908575,0.53482413,0.5351647,0.30483994999999997,0.53159121,0.35299115000000003,0.30522287,0.5298469,0.55710006,0.29567343,0.51036364,0.44653594,0.29312164,0.5076138,0.6395067,0.33601937,0.4815895,0.42432237,0.33290952,0.4736311,0.5767482,0.39627228999999997,0.48360892999999994,0.32117465,0.4001076,0.45829147,0.63609064,0.4420725,0.5667565,0.30305257,0.46156666,0.4891582,0.3397128,0.49075994,0.48661515,0.52618057,0.4955483,0.48472065,0.47250697,0.5657398,0.4738276,0.454543,0.5699876,0.51932406,0.49137354,0.65505,0.44744486,0.6908567,0.66008294,0.5257137,0.49362528
data\videos\no_fall\10.mp4,0.31586936,0.5354774,0.3713896,0.3037683,0.53082675,0.3471491,0.3025384,0.5306171,0.54054797,0.295568,0.51000273,0.49140865,0.2939874,0.5062841,0.6494341,0.33428293,0.48362386,0.49532673,0.3317883,0.4784354,0.61137974,0.39649924,0.49007349999999994,0.32790001999999996,0.40986535,0.46503234,0.5000653,0.4420725,0.5667565,0.30305257,0.45529547,0.50654674,0.31191686,0.49203742,0.4920874,0.6092198,0.49623698,0.4888389,0.53597,0.5679748,0.47914857,0.5008471,0.5681199,0.5237214,0.6259767,0.6598894,0.44910556,0.5441818,0.65705055,0.5490489,0.5439852
data\videos\no_fall\10.mp4,0.31813496,0.54035085,0.43495566,0.30429465,0.53535664,0.47601926,0.3038421,0.5321202,0.46449304,0.29431019999999997,0.514476165,0.45600226499999996,0.29341382,0.51162285,0.6483364,0.33401382,0.490012,0.5479132,0.33561683,0.48095274,0.44875142,0.39672619,0.49653806999999994,0.33462538999999997,0.40433124,0.4727849,0.5764556,0.4420725,0.5667565,0.30305257,0.461198015,0.50714002,0.31916526,0.49044356,0.4950672,0.5723852,0.49460348,0.49022835,0.55892754,0.5691977,0.48163384,0.54694474,0.5708844,0.53320676,0.4946235,0.6570007,0.4492028,0.4983937,0.6531918,0.5539412,0.47696552
data\videos\no_fall\10.mp4,0.3137394,0.54450595,0.41940072,0.30122367,0.5405387,0.49098745,0.30073214,0.5353487,0.506299,0.2930524,0.5189496,0.42059588,0.291558,0.51093227,0.6802591,0.33507794,0.49659893,0.44000566,0.33427587,0.48718843,0.5882594,0.39695314,0.50300264,0.34135076,0.40980107,0.47868207,0.5455134,0.4420725,0.5667565,0.30305257,0.46710056,0.5077333,0.32641366,0.49277565,0.4999681,0.5131093,0.49516138,0.493982,0.5708964,0.57012886,0.48708245,0.4320052,0.5726986,0.5364943,0.44826972,0.65558314,0.44982356,0.4808911,0.65418196,0.5656905,0.34591684
data\videos\no_fall\10.mp4,0.31427112,0.54581714,0.46439743,0.30235946,0.5439689,0.40729472,0.30159983,0.5392669,0.53682995,0.29441014,0.5239217,0.4630222,0.2926801,0.515152,0.5211202,0.33146068,0.5017052,0.54354364,0.33047277,0.4919143,0.64412725,0.40114868,0.5102593,0.31612423,0.41612384,0.48181123,0.6024053,0.4420725,0.5667565,0.30305257,0.47059917,0.5060304,0.48865837,0.49049896,0.5071124,0.66420156,0.49428308,0.49591315,0.6142739,0.5715223,0.49175772,0.4024061,0.57515717,0.5405015,0.4948541,0.65373194,0.4518117,0.54403603,0.66209495,0.57765853,0.5436441
data\videos\no_fall\10.mp4,0.3166052,0.5497048,0.36965793,0.3046237,0.5509172,0.48406738,0.30248594,0.54529554,0.38895166,0.29696497,0.5335763,0.4064788,0.28998628,0.52227765,0.67919326,0.33773088,0.5088725,0.41234142,0.32992718,0.49342272,0.62419605,0.4116519,0.5167383,0.40014973,0.42083362,0.49185064,0.49872354,0.4420725,0.5667565,0.30305257,0.47047293,0.5218766,0.36175984,0.4906778,0.5077877,0.6842809,0.49393538,0.5008563,0.4687737,0.5795573,0.48074186,0.4931075,0.58149815,0.55323565,0.5284469,0.6583475,0.45241785,0.55452836,0.66512084,0.5831753,0.48017475
